Date,Session,StartDate,StartTime,EndDate,EndTime,Invited,Presenter,Presenter's Affiliation,In-Person/Remote,Coauthors,Coauthors affiliation,Paper Title,Abstract
07/15/22,Astronomy and Cosmology,07/15/22,10:15 PM,07/15/22,10:30 PM,,Aayush Gautam,"Birendra Multiple Campus, Tribhuvan University, Nepal",Remote,Angel Bashyal; Shree Krishna Bhattarai; Suman Satyal,"GoldenGate International College, Tribhuvan University, Nepal ; Department of Physics and Optical Science, University of North Carolina at Charlotte ; Department of Physics, University of Texas at Arlington, Box 19059, Arlington, TX 76019, US",Orbital Stability Analysis of Hypothetical Earth-mass and Luna-mass Moons in Sagarmatha (HD 100777) Star System,"Six of the Solar System planets have 150 confirmed moons (Earth – 1, Mars – 2, Jupiter –
53, Saturn – 53, Uranus – 27, Neptune – 14) and 7 of them (Ganymede, Titan, Callisto, Io,
Moon, Europa, Triton) have masses > 0.001M ? . But, no exomoons have been discovered
yet despite the successful detection of 5000 exoplanets. We can infer, based on the Solar
System planets, that these exoplanets are capable of hosting one or multiple exomoons. In
this paper, we study the possible existence of hypothetical Earth-mass and Luna-mass moons
orbiting the Jupiter-mass planet, Laligurans (HD 100777b) in the Sagarmatha (HD 100777)
star system by means of orbital stability. We apply long-term orbital integrations and MEGNO
(Mean Exponential Growth of Nearby Orbits) chaos indicator to study the orbital stability of the
moons and predict a phase-space region comprising of periodic, chaotic, and unstable orbits.
The phase-spaces primarily constitute the moon’s semimajor axis which extends from host
planet’s Roche radius to the Hill radius, and full range of eccentricity. Specific points are picked
from three different regions of MEGNO map and run as single-orbit integration for up to 10
billion period of innermost orbit. Furthermore, the lifetime and maximum eccentricity maps are generated from the direct integration to inspect the stable and unstable orbital configurations.
The analyses of these maps, with the aid of time series plots, show that both moons maintain
stable orbits in the low eccentricity regime and semimajor axis between the Roche limit and
28.4% of Hill radius of the planet."
07/15/22,Astronomy and Cosmology,07/15/22,10:45 PM,07/15/22,11:00 PM,,Prajwal Poudyal,Tri-Chandra Multiple Campus/Tribhuvan University,Remote,Bashudev Bhandari,Tri-Chandra Multiple Campus/Tribhuvan University,Circular Velocities of Milky Way from Classical Cepheids from Gaia and OGLE,"Classical Cepheids are excellent tracers to estimate the rotation velocity of the galaxies
because they provide better distance accuracy with less uncertainty. But, due to the
less budget of radial velocity in spectroscopic surveys, still, we could not compile a large
catalog of them with 6D phase-space. With stringent radial velocity from OGLE DR3
and proper motion from Gaia EDR3, we estimate the rotation velocity of the Milky
Way for number of Classical Cepheids taken from the catalog of Mroz et al: (2019) with precise distance. We present a 3D velocity method to measure rotation velocity up to 20
kpc where we draw 6D phase-space coordinates with high precision even we have fewer
samples. We obtain rotation velocity of 243:38 km/s  ± 0:00 km/s."
07/15/22,Astronomy and Cosmology,07/15/22,11:00 PM,07/15/22,11:15 PM,,Daya Nidhi Chhatkuli,"Central Department of Physics, Tribhuvan University, Nepal",Remote,Sanjaya Paudel;  Binil Aryal.,"Central Department of Physics, Tribhuvan University, Nepal; Centre for Galaxy Evolution Research, Department of Astronomy, Yonsei University, Seoul, South Korea.",Forming Blue Compact Dwarf Galaxy (BCD) Through the Merger,"
We study a sample of compact star-forming dwarf galaxies that are selected from a merging dwarf galaxy catalog. We present a detailed study of their morphological and structural properties. We find that these BCDs-looking galaxies host extended stellar shells and thus are confirmed to be a dwarf-dwarf merger. Their stellar masses range between 8×10^7 M_? and 2×10^9 M_?. Although the extended tail and shell are prominent in the deep optical images, the overall major axis light profile is well modeled with a two-component Sersic function of inner compact and extended outer radii. We calculate the inner and outer component stellar-mass ratio using the two-component modeling. We find an average of merger ratio 1:10 for our sample, indicating these galaxies might have suffered a satellite accretion, which triggers the starburst in the center of the host galaxies. From the measurement of H? equivalent width, we derived the star-formation ages of these galaxies. The derived star-formation ages of these galaxies turn out to be less than 100 M_? yr-1, suggesting the recent ignition of star-formation due to events of satellite interaction.
Key Words: Blue Compact Dwarf Galaxy, Galaxy Merger, Star Burst, Sersic Modelling."
07/15/22,Astronomy and Cosmology,07/15/22,11:15 PM,07/15/22,11:30 PM,,Sanjay Rijal,Tribhuvan University,Remote,Sushila Sigdel,Tribhuvan University,"Study of an Isolated Dust Structure Nearby the White Dwarf WD0011-399 Using IRIS, AKARI and WISE Data","During the asymptotic giant branch (AGB) phase, a major fraction of mass is spread by the stars (0.6 - 10 M{$\odot$}) in the interstellar medium (ISM) in the form of dust. In the left phase of Post-Main Sequence evolution, these dust are found to be surrounding the White Dwarfs (WD). Some small fraction of dust is also formed in the circumstellar shells and cavities around WD which is usually a source of infrared (IR) excess. Formation and evolution of such IR dust structures are the results of high pressure events and such structures are crucial in the study of interaction phenomena in ISM.
 This research project is focused on the study of an isolated dust structure near the white dwarf WD0011-399 located at R.A. (J2000)
 00$^h$ 13$^m$ 47.48$^s$ and Dec. (J2000) -39$^{\circ}$ 37$^{'}$ 24.28$^{''}$ using Improved Reprocessing of the IRAS (IRIS), AKARI and Wide-field Infrared Survey Explorer (WISE) surveys from SkyView Virtual Observatory along with SIMBAD Astronomical Database and Gaia Archive of ESA. The size of the cavity under study is 5.42 pc$\times$2.75 pc, 1.87pc$\times$0.87pc and 1.03$\times$0.51pc with inclination angle of 62.32$^{\circ}$, 65.57$^{\circ}$ and 62.27$^{\circ}$ respectively in IRIS, AKARI and WISE data suggesting that the cavity is neither a face-on nor an edge-on. The relative flux density  of the region has been studied through pixel extraction of FIR images (0.5$^{\circ}$, 30 pixels) and dust color temperature along with dust mass has been calculated. 
Using IRIS data the temperature of the whole region is found between a maximum value 36.82$\pm$4.30 K to a minimum 22.59$\pm$2.32 K with an offset 14.23 K. The average temperature of the region is 28.22$\pm$0.18 K. Following similar procedures for AKARI data, the temperature is found between a maximum of 26.37$\pm$3.56 K and a minimum of 16.32$\pm$1.47 K with an offset of 10.06K. The average temperature is 19.25$\pm$0.15 K. Similarly, using WISE data, the temperature is found between a maximum of 353.72$\pm$18.54 K and a minimum of 307.24$\pm$4.69 K with an offset of 46.48K. The average temperature is 316.62$\pm$0.81 K. High value of offset temperature suggests that the cavity might be evolving with disruptions from background radiative sources. Approximately Gaussian distribution of the temperature in all the surveys implies that the region might be tending towards local thermodynamic equilibrium. The total mass of the structure is estimated to be around 0.03M$_\odot$, 1.6$\times$10$^{-3}$M$_\odot$ and 10$^{-7}$M$_\odot$ using IRIS, AKARI and WISE data respectively. The Jean's mass of the structure was calculated assuming the structure as non-degenerate gas, which was estimated around 2001.93M$_\odot$, 178.44M$_\odot$ and 121.47M$_\odot$ using IRIS, AKARI and WISE data. Since Jean's mass is much greater than the mass of the structure there seems no possibility of star formation within the region of interest.
The color maps show identical distribution for all wavelengths however, no significant relation was observed between dust color temperature and dust mass."
07/15/22,Astronomy and Cosmology,07/15/22,11:30 PM,07/15/22,11:45 PM,,Sushila Sigdel,"Department of Physics, Tri-Chandra Multiple Campus, Tribhuvan University",Remote,Sanjay Rijal,"Department of Physics, Tri-Chandra Multiple Campus","Study of a Bipolar Dust Structure Nearby the White Dwarf PG 1225?079 in IRIS, AKARI and WISE Data","In this work, dust properties around the White Dwarf PG 1225-079 located at RA (J2000): 12h 27m 47.35s, DEC(J2000): -08o 14' 37.97"" is studied extensively using the publicly available data from Improved Reprocessing of IRAS Survey (IRIS), AKARI infrared survey and Wide-field Infrared Survey Explorer (WISE). The bipolar dust structure, hardly resolved in IRIS (60 ?m and 100 ?m), is clearly resolved in AKARI (90 ?m and 140 ?m) and WISE (12 ?m and 22 ?m) image. The dust color temperature and dust mass are calculated from infrared flux density in each bipolar dust structures in all surveys. In IRIS data the average value of dust color temperature in isolated dust structure is 27.57 K. The bipolar isolated upper and lower dust cloud have average temperature; 22.64 K and 22.63 K in AKARI data and 295.34 K and 296.85 K in WISE data respectively. The wide range of temperature suggests the bipolar dust structure is dynamically active. The mass of dust are found to be 6.53×1024 kg in IRIS data, 1.66×1026 kg and 5.60×1026 kg in two bipolar region in AKARI data and 5.48×1025kg and 6.32×1025kg in WISE data. A good correlation is found between the infrared fluxes in all survey with r2value 0.83 in IRIS and more than 0.90 in AKARI and WISE data. SIMBAD database explored few sources including Supernova Remnants nearby the bipolar dust, which might be the progenitor of dust as well as the contributor of energetic radiation. The Gaussian modeling of temperature is found to be distributed Normally. The contour plot of dust color temperature and dust mass shows non-uniform variation among IRIS, AKARI and WISE survey. We have tried to establish the relation between temperature and mass using linear regression.


Keywords: White Dwarf, IRIS, AKARI, WISE, PG 1225-079, Temperature-Mass

"
07/16/22,Atmospheric and Space Physics,07/16/22,7:15 AM,07/16/22,7:45 AM,1,Srikanthan Ramachandran,"Physical Research Laboratory, Ahmedabad, India",Remote,,,Light-absorbing aerosols and climate in South Asia,"Atmospheric warming is leading to an accelerated retreat of glaciers in the Himalayan-Tibetan Plateau region. A major contributor to this warming is the absorption of sunlight by aerosol particles, especially black carbon (BC) and brown carbon (BrC), which are emitted from combustion sources, and natural dust particles, which dominantly contribute to the aerosol mass loading over many continental regions, including parts of the Indo-Gangetic Plains (IGP), the Himalayan foothills and the Tibetan Plateau. However, quantitative determination and attribution of the atmospheric warming produced by these aerosol types has been difficult, especially due to a 50% uncertainty in their contribution to absorption aerosol optical depth (AAOD). Developing effective mitigation options for climate change over South Asia, a major aerosol hot spot, yet vulnerable and relatively poorly-studied region, requires a better quantification of the contributions of absorbing aerosol particles. Aerosols continue to contribute the largest uncertainty in climate change. Over Asia, a global aerosol hotspot, spatial patterns of aerosol emissions are changing mainly because of changes in anthropogenic emissions, producing a dipole in atmospheric aerosol loading between East (decrease in emissions) and South Asia (increase in emissions). The resultant aerosol radiative effects are expected to be different as compared to the last decades of the 20th century because of this emerging Asian aerosol dipole. The projection and assessments of radiative and climate impacts of aerosols rely on simulating accurately the aerosol properties, thus, making it imperative that current climate models involved in climate assessments including the Intergovernmental Panel on Climate Change Assessment Report, simulate well the magnitude and trends in changing aerosol properties. Results obtained for the first time on light-absorbing aerosols using new and high-quality observations, and on the trends in aerosols over Asia and their climate impact from satellites, ground-based observations and simulations from climate models with state-of-the-art treatment of aerosol chemistry, physics and meteorology will be presented."
07/16/22,Atmospheric and Space Physics,07/16/22,7:45 AM,07/16/22,8:00 AM,,Nabin Malakar,"Worcester State University, MA",Remote,,,Environmental Intelligence using Machine Learning Applications,"The big data deluge has presented us with a unique opportunity to observe the environment. Measured by enumerable sensors, which employ the basic physics principles in sensing the environment. These include, but are not limited to remote sensing of air quality, temperature, or other bio-physical variables. Although a great effort has been placed in collecting the data, a greater effort needs to be placed in their societal applications. Machine Learning tools can provide easy access to build such applications. Continuous monitoring and alerting the interested party can prevent some of the undesirable outcomes. As an example, a weather forecast is widely used to predict the temperature/precipitation for a few days in advance.   Similarly, new applications can be developed to practice some of the intelligent decision-making that affects public health. Recent progress in air quality studies is promising to develop such environmental intelligence.   In this presentation, we discuss some of the applications of the relevant datasets for the Environmental Intelligence using Machine Learning Applications."
07/16/22,Atmospheric and Space Physics,07/16/22,8:00 AM,07/16/22,8:15 AM,,Santosh Sapkota,Prithivi Narayan Campus,Remote,"Santosh Sapkota , Santosh Pokhrel  Roshan kumarMishra",Prithivi Narayan Campus,"Coparision of Aerosol optical properties over Beijing ( China) , Kanpur( India)  and Pokhara ( Nepal) .","The mixture of different particles (fine and coarse) with air composition forms aerosols, mostly in urban industrial areas, particularly in developing countries. Beijing (China), Kanpur (India), and Pokhara (Nepal) are in Asian monsoon zones with significant aerosol loading due to increased economic activity, vehicles, and urbanization. Data are extracted from AERONET websites between 2010 to 2019 with the standard deviation at these three sites. We are mainly focused to understand variations in aerosol optical properties: aerosol optical depth (AOD), angstrom parameter (? and ?), visibility, single-scattering albedo (SSA), refractive index (real and imaginary) radioactive forcing, and absorption aerosol optical depth (AAOD) respectively. The maximum and minimum values of AOD (440nm) in Beijing occurred mostly in summer and winter respectively, whereas the ranges of AOD over Kanpur and Pokhara were found to be lower. AOD, angstrom exponent (? and ?), visibility, single-scattering albedo, refractive index, radioactive forcing, and absorption aerosol optical depth of the aerosols are unique and different from regular seasonal fluctuations. The turbidity coefficient(?) was inversely related to visibility. The Visibility over Pokhara was found to be three times more than Kanpur and Beijing. The SSA and AAOD are found to be wavelength-dependent over these three stations. The single-scattering albedo (SSA) accretions with a wavelength at 440-675nm but this trend is different at 675-1020nm. The ranges of averaged (SSA and AAOD) for the four wavelengths (440 nm, 670 nm, 870 nm, 1020 nm) at Kanpur and Pokhara were lower as compared to Beijing. All parameters are found to be distinct and seasonal fluctuations among these three sites."
07/16/22,Atmospheric and Space Physics,07/16/22,8:15 AM,07/16/22,8:30 AM,,Prakash Man Shrestha,"Patan multiple Campus, IoST, TU",Remote,Khem N. Poudyal;Indra Br. Karki;Narayan Pd. Chapagain,Pulchowk Engineering Campus;Patan Multiple Campus;Amrit Campus,"Atmospheric Linke Turbidity index over Deukhuri Valley, Dang","The aim of this project is to study Atmospheric Linke turbidity index over Deukhuri Valley, Dang (27°50?32.2?N, 82°45?41.9?E and 445 m a.s.l.). The atmospheric Linke Turbidity index is calculated from solar radiation measurements of NASA satellite for period of 4 years (2015, 2016, 2017, 2018). The annual average clearness index (KT), Linke turbidity index (LT) and visibility are 0.55 ± 0.12, 2.5 ± 1.1 and 10.4 ± 3.8 km respectively. Atmospheric Linke turbidity index is used on agriculture, hydrology, climate change and energy harvesting. In study period, number of good days (visibility >15 km) and number of bad days (visibility <5 km) are found to be 188 and 94 respectively. This research work is beneficial for the further identification, impact and analysis of atmospheric turbidity at different places."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,8:00 AM,07/16/22,8:30 AM,1,Tirtha Raj Joshi,"Laboratory for Laser Energetics, University of Rochester, Rochester, NY 14623-1299",Remote,E. N. Hahn; T. Cordova; R. E. Turner; J. E. Garay; R. B. Spielman; F. N. Beg,"University of California San Diego, La Jolla, CA 92093;University of California San Diego, La Jolla, CA 92093;University of California San Diego, La Jolla, CA 92093;University of California San Diego, La Jolla, CA 92093; Laboratory for Laser Energetics, University of Rochester, Rochester, NY 14623-1299;University of California San Diego, La Jolla, CA 92093",Investigation of Laser Ablation as a Function of Pulse Length in Silicon  at 10^15 W/cm^2 Intensities,"Thermomechanical shocks (TMS) caused by high x-ray intensities in the upper atmosphere have 
become a major threat for exoatmospheric objects orbiting in space such as satellites. We have 
implemented high laser fluxes and fluences as a surrogate for x-ray irradiation to generate 
thermomechanical shocks at multi-Mbar levels and have studied the underlying physics of laser–matter interactions. The effect of laser pulse lengths on energy coupling into silicon has beeninvestigated in experiments on the OMEGA EP Laser System at the University of Rochester’sLaboratory for Laser Energetics. We used three-layer planar targets consisting of 50-um silicon,25-um copper, and 500-um quartz layers where the Si layer was irradiated at a fixed intensity of 10^15 W/cm^22 with varying pulse lengths of 100-ps, 500-ps, 1-ns, and 10-ns duration. Analytical and theoretical predictions show that the ablation pressure of laser-produced plasma and hot-plasma blowoff scales with laser intensity and pulse length. Analytical predictions of ablation pressures, ignoring pulse-length scaling, are in good agreement with the measurements for pulse length tau= 10 ns, but in disagreement for tau<=1 ns. Coronal plasma densities and ablation temperatures have been inferred as a function of the pulse lengths via 4w angular filtered refractometry and x-ray spectroscopy, respectively. Radiation-hydrodynamics simulations are used to generate simulated plasma density and plasma temperature profiles. Comparisons of measurements with the radiation hydrodynamic simulations and analytical solutions reveal that there exists a critical time necessary for the ablation pressure to accumulate near the target surface and that shock decay and multiple wave effects strongly dictate the evolving shock profile that propagates within the laser-shocked target as ultimately measured by rear-surface diagnostics [1] These results clearly demonstrate that 
the laser pulse length plays a pivotal role in plasma ablation and strong shock generation for laser impulse studies.
1. E. N. Hahn et al., “Laser-Pulse-Length–Dependent Ablation and Shock Generation in 
Silicon at 10^15 W/cm2 Intensities,” to be submitted to Physical Review Letters.

The project or effort depicted was or is sponsored by the Department of the Defense, Defense 
Threat Reduction Agency under the MSEE URA, HDTRA1-20-2-0001. The content of the 
information does not necessarily reflect the position or the policy of the federal government, and 
no official endorsement should be inferred. The experiment was performed under the 
LaserNetUS Program"
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,8:30 AM,07/16/22,8:45 AM,,Roshan Chalise,"Central Department of Physics, Tribhuvan University, Nepal",Remote,Bhagirath Ghimire; Raju Khanal,"Central Department of Physics, Tribhuvan University, Nepal",Enhancing agricultural productivity with atmospheric pressure plasma,"Atmospheric pressure plasma have wide variety of applications in different fields to
improve the quality of human life such as food safety (inactivation of microbial contamination,
bacteria free food), health (cancer treatment, wound healing, blood coagulation, dental treatment), micro-fabrication (etching, chemical vapor deposition), agriculture (insecticide, sterilization, germination, growth enhancement, fertilizers), environmental science (treatment of polluted air and water), etc. Recent advances made in production of gliding arc discharge, dielectric barrier discharge and plasma using local resources, their characterization using electrical and optical methods, and their applications by gliding arc discharge and dielectric barrier discharge in agricultural as well as for various purposes of applications will be presented. It is observed that direct treatment of seeds (coriander seed and mushroom) by gliding arc plasma causes change in contact angles of the treated seeds. The seeds become more hydrophilic and they can absorb more water such that their germination is faster. Plasma activated water is produced by exposing the gliding arc plasma in water, which is then used for irrigation for various agricultural products. The plasma activated water has decreased the ph of water and increased the conductivity. Also, direct treatment of atmospheric pressure dielectric barrier discharge plasma, contact angle of Nepali Kagaj, Palpli Dhaka and Zno thin film is declined, and activation of E. coli in water is also declined
"
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,8:45 AM,07/16/22,9:00 AM,,Santosh Dhungana,Kathmandu University,Remote,Rajesh Prakash Guragain; Hom Bahadur Baniya,Kathmandu University; Tribhuvan University,Characteristics of Plasma Activated Water (PAW) Generated from Gliding Arc Discharge (GAD) and Its Applications on Enhancement of Seed Germination of Radish,"In recent decades, generation of plasma activated water (PAW) from non-thermal atmospheric pressure plasma sources has received enormous attention due to their diverse applications. The research described in this paper is mainly focused on the preparation and characterizations of plasma activated water (PAW) produced from gliding arc discharge (GAD) and its use in the enhancement of seed germination of radish. The physical and chemical parameters of the PAW are investigated using multi-parameter probe and UV-visible spectrometer. There were significant differences in physical parameters like pH and conductivity, and chemical parameter like concentration of nitrates, nitrites, ammonia in untreated and plasma treated samples (PAW).  But no significant differences in temperature and total dissolved oxygen (TDO) were found. In order to determine the effects of PAW on seed germination, different germination parameters were calculated on radish (Raphanus sativus) which indicates that PAW can enhance the seed germination of radish."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,9:00 AM,07/16/22,9:15 AM,,Chandra Adhikari,"Department of Chemistry, Physics and Materials Science, Fayetteville State University, Fayetteville, NC 28301",Remote,Jonathan C. Canales;Thusitha P. W. Arthanayaka; Ulrich D. Jentschura,"Department of Chemistry, Physics and Materials Science, Fayetteville State University, Fayetteville, NC 28301, USA; Department of Physics, Skidmore College, Saratoga Springs, NY 12866, USA; Department of Physics, Missouri University of Science and Technology, Rolla, MO 65409, USA",Magic wavelength for two-photon 1S–nS transitions in deuterium,"When the optical dipole trap or the optical lattice clock is used for trapping atoms, an ac Stark shift resulting from an applied fields or laser becomes significantly larger than the target precision for the transition frequency. To cancel this shift, one needs to use the light of a special wavelength called the magic wavelength. In this work, we investigate the magic wavelength for two-photon 1S–nS transitions in a deuterium atom, where nS is an excited state with n >1, as well as 2S–nS transitions, where the lower level is the metastable 2S state. At the magic wavelength the transition frequency is independent of the intensity of the trapping laser field. Experimentally feasible magic wavelengths of transitions with small slopes in the atomic polarizabilities are determined; these are the most stable magic wavelengths against variations of the laser frequency. We also analyze the stability of the elimination of the ac Stark shift at the magic wavelength against tiny variations of the trapping laser frequency from the magic value."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,9:15 AM,07/16/22,9:30 AM,,Shiva Bikram Thapa,"Central Department of Physics, Tribhuvan University, Nepal",Remote,Suresh Basnet; Raju Khanal,Tribhuvan University; Tribhuvan University,Dust charge fluctuation and ion acoustic wave propagation in dusty plasma with two temperature groups of electron: q-nonextensive hot and Maxwellian cold electrons,"The dispersion relation of ion acoustic wave in four-component plasma with Maxwellian low-temperature electron, non-extensive high-temperature electron, ions and dust particulates is derived considering Landau damping. The dust charging process with the modified damping as well as instabilities is studied. The dust charging mechanism depends upon various dusty plasma parameters such as hot electron density, non-extensivity and hot to cold electron temperature ratio. The dust charging coefficient is plasma species dependent and its nature varies greatly when the hot electron density is considerably large. The damping rate due to dust charge fluctuation including the instability of IAWs explicitly depends upon the magnitude of dusty plasma parameters. We have carried out the numerical analysis of ion acoustic Landau damping and investigated its dependence on hot to cold electron temperature ratio. The ion acoustic Landau damping becomes dominant in the high wave number limit where ions can behave as resonant particles."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,9:30 AM,07/16/22,9:45 AM,,Num Prasad Acharya,"Central Department of Physics, Tribhuvan University, Nepal",Remote,Raju Khanal,"Central Department of Physics, Tribhuvan University, Nepal",Dynamics of dust particles in active magnetized plasma sheath with non- thermal electrons,"We have investigated the effects of non-thermal electrons on the magnetized dusty plasma
sheath in the presence of electron impact ionization source and sink terms using fluid model.
The set of governing fluid equations have been solved for given initial conditions, whereas
the dust charging equations have been solved using Newton-Raphson method to find the dust
charge at every position in the sheath region. The magnitude of potential monotonically
increases towards the wall and in terms of magnitude, the potential drop in the sheath region
increases from 246 to 332 as the non-thermal electron distribution approaches to Boltzmann
distribution. The particle densities decrease towards the wall; however, the decreasing rate of
electrons is much faster than that of ions and dust particles. The peak value appears on the
space charge density profile in between 6.0 to 13.0 electron Debye lengths from the sheath
entrance and it decreases towards the wall after that peak value. The non-thermal electron
distribution affects the flow of velocity of ions and dust particles in the sheath region. The
dust is negatively charged close to the sheath entrance due to higher attachment rate of
electrons and this decrease as the non-thermal electron distribution approaches to Boltzmann
distribution. As the dust particles flow towards the wall, the attachment rate of ions increases
and this dominates over the electrons attachment rate close to the wall. The obtained results
are useful to understand the plasma-wall interaction mechanism which is crucial in various
applications such as in sputtering, etching, electronic industry, fusion devices, plasma
processing, and many more.

References
[1] T. Sheridan and J. Goree, Phys. Fluids B 3, 2796 (1991).
[2] X. Zhao, B. Zhang and C. Wang, Phys. Plasmas 27 (11), 113705 (2020)
[3] R. A. Cairns, A. A. Mamun, R. Bingham, R. Bostrom, R. O. Dendy, C. M. C. Nairn and P.
K. Shukla, Geophys. Res. Lett. 22, 2709 (1995).
[4] P. Shukla and A. Mamun, Introduction to Dusty Plasma Physics (Institute of Physics Publishing Ltd, Bristol,
(2002)."
07/16/22,"Atomic, Molecular, Optical and Plasma Physics",07/16/22,9:45 AM,07/16/22,10:00 AM,,Tika R Kafle,"JILA, University of Colorado Boulder",Remote,Jeremy Thurston; Richa Sapkota; Henry C Kapteyn; Margaret Murnane,"JILA, University of Colorado Boulder",Generation of deep UV light in a gas filled anti-resonant hollow core fiber,"Coherent beams in the ultraviolet (UV) and deep ultraviolet (DUV) region of the spectrum have broad applications in science and technology, for high-resolution imaging and photoelectron spectroscopies. However, traditional approaches based on non-linear optical frequency up-conversion in crystals suffer from damage (e.g., due to color-center formation), and have limited spectral range and conversion efficiency too. Here we demonstrate a simple approach for bright DUV generation at 257 nm by making use of four-wave mixing in a gas-filled anti-resonant hollow core fiber. The use of a gas medium mitigates damage issues, while the efficient fiber throughput and non-resonant condition enhances the conversion efficiency. Finally, the flexibility of tuning the repetition rate, as well as the excellent beam quality, makes it possible to scale coherent light into the deep UV and vacuum regions."
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,8:45 AM,07/16/22,9:15 AM,1,Rakshya Khatiwada,Illinois Institute of Technology,Remote,,,Dark Matter detection using superconducting qubits,Coming soon
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,9:15 AM,07/16/22,9:30 AM,,Devendra Raj Upadhyay,"Central Department of Physics, Tribhuvan University, Nepal",Remote,Gaurab Koirala,"Department of Physics, Amrit Campus, Tribhuvan University",RADIATION SHIELDING PROPERTIES OF SAMARIUM DOPED LEAD ALUMINO PHOSPHATE GLASSES,"In a workplace with radio-isotopes and dealing with particles and heavy ions, radiation dose must be controlled properly to prevent hazards caused by exposure to radiation. Radiation shielding is indispensable for this situation since photons are always produced as secondary radiation of energetic charged particles and neutrons, and emitted from activated materials due to irradiation of primary particles. Shielding materials are used to protect people from ionizing radiation. In this work, we have studied the radiation shielding properties of the Al2O3-Sm2O3-PbO-P2O5 glass system using Phy-X/PSD and XCOM software for varying molar concentrations of PbO, P2O5, Al2O3, and Sm2O3. The gamma rays of energy ranging from 0.015 MeV to 15 MeV are considered for the study. The highest mass attenuation coefficient values are obtained in the low energy range in the order of 42.898 cm2g-1 to 73.385 cm2g-1 whereas the lowest mass attenuation values are obtained in the high energy range in order of 0.033 cm2g-1 to 0.044 cm2g-1. The half-value layer ranges from 0.002 cm to 4.756 cm within the energy range. The radiation shielding parameters; tenth value layer, effective electronic cross-section, effective charge state number, effective electron density, and fast neutron removal cross-sections are presented. The mean free path and fast neutron removal cross-sections of the sample are compared with other samarium-based glass and rock samples. Based on the shielding ability of glass samples they are arranged in increasing order as 48PbO-51.8P2O5-0.2Sm2O3 < 38PbO-60P2O5-1.8Al2O3-0.2Sm2O3 <48PbO- 50P2O5-1.8Al2O3-0.2Sm2O3 <58 PbO-40P2O5-1.8Al2O3 0.2Sm2O3. "
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,9:30 AM,07/16/22,10:00 AM,1,Niraj Dhital,"Central Department of Physics, Tribhuvan University",Remote,,,Astroparticle Physics at Extreme Energies: Current Status and Future Perspectives,"The natural accelerators of particles or mechanisms yet to be properly understood are capable of producing particles, energy of which can exceed 10^{20} eV-- much higher than that of particles accelerated by man-made accelerators. The quest to understand several aspects of such extremely energetic particles including, among others, the energy spectrum, upper
limits on photon and neutrino fluxes and arrival directions or sources, has been ongoing for several decades. I will present the latest results on ultra-high energy cosmic rays from the Pierre Auger Observatory. Also, I will present the expected extension on the frontiers of our knowledge in Astroparticle Physics with a focus on two other experiments- the Cosmic-Ray Extremely Distributed Observatory (CREDO) and the Baikal Gigaton Volume Detector (Baikal-GVD)."
07/16/22,Keynote,07/16/22,10:15 AM,07/16/22,11:15 AM,1,Qaisar Shafi,University of Delaware,Remote,,,"Bangladesh, China, Vietnam, Sri Lanka, Pakistan, India and Nepal (BCVSPIN): Past, Present & Future",
07/16/22,"High Energy, Particle, and Nuclear Physics",07/16/22,11:30 AM,07/16/22,12:00 PM,1,Todd Satogata,Jefferson Lab,In-Person,,,Accelerator Science at Jefferson Lab and other US National Laboratories,"Particle accelerators are best known for their use in high energy and nuclear physics. They are the tools that have been used to discover almost all fundamental subatomic particles and study their properties, culminating with the discovery of the Higgs particle at the LHC. The highest energy beams are also the most precise demonstrations of special relativity ever created. Accelerator technology applies the latest advances in materials science such as high-field superconductors and nanotechnology. Accelerators, and the beams they produce, are also used in nearly every science discipline, with applications in biology, medicine, chemistry, and even nanotechnology. In this talk, I will introduce the discipline of accelerator physics, the study of the science of particle accelerators, and how we control, measure, and use the beams that they produce. We will explore the technology of particle accelerators at US national laboratories, and how physicists are working with modern laser and plasma technology to bring forth the next generation of more compact accelerators. We will also survey the broad range and impacts of accelerator technology, from free-electron laser imaging that can take movies of chemical reactions and image proteins, to proton radiotherapy that is used to cure cancers, to their surprisingly most common use -- the beam business of industrial applications, including environmental remediation and clean energy production."
